Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
8487,China,Macau,2020-03-12,10.0,0.0,China-Macau,22.166699999999995,113.55000000000011,72,68.3,63.1,69.8,999.9,,67.3,0.9658296086141862,0.24671687410835652,9.3,0.03,1
8488,China,Macau,2020-03-13,10.0,0.0,China-Macau,22.166699999999995,113.55000000000011,73,69.3,64.0,71.6,999.9,,67.6,0.942752334861363,0.24262349479711307,8,0.0,1
8489,China,Macau,2020-03-14,10.0,0.0,China-Macau,22.166699999999995,113.55000000000011,74,68.6,63.7,73.4,999.9,,60.6,0.7544506689246812,0.1931402465178532,11,0.07,0
8490,China,Macau,2020-03-15,10.0,0.0,China-Macau,22.166699999999995,113.55000000000011,75,68.0,64.8,73.4,999.9,,59.7,0.7458579078437086,0.19012318129293015,10.1,0.0,0
8491,China,Macau,2020-03-16,11.0,0.0,China-Macau,22.166699999999995,113.55000000000011,76,68.8,64.4,70.5,999.9,,63.9,0.8425168979827372,0.21600452183475216,10.1,0.0,0
8492,China,Macau,2020-03-17,12.0,0.0,China-Macau,22.166699999999995,113.55000000000011,77,68.9,66.0,72.7,999.9,,64.5,0.8575647865434513,0.22002712443401667,6.6,0.0,1
8493,China,Macau,2020-03-18,15.0,0.0,China-Macau,22.166699999999995,113.55000000000011,78,68.2,66.2,69.8,999.9,,66.5,0.942506674677164,0.2405878008628401,4.5,0.04,1
8494,China,Macau,2020-03-19,17.0,0.0,China-Macau,22.166699999999995,113.55000000000011,79,68.8,66.0,71.6,999.9,,67.1,0.9426408646784527,0.24167430911390272,5.7,0.28,1
8495,China,Macau,2020-03-20,17.0,0.0,China-Macau,22.166699999999995,113.55000000000011,80,69.9,65.8,71.6,999.9,,68.4,0.9494517182511174,0.2455118029123168,8,0.08,1
8496,China,Macau,2020-03-21,18.0,0.0,China-Macau,22.166699999999995,113.55000000000011,81,70.7,68.2,73.4,999.9,,70.2,0.9829464796767563,0.25586858846234073,5.6,0.24,1
8497,China,Macau,2020-03-22,24.0,0.0,China-Macau,22.166699999999995,113.55000000000011,82,72.7,68.7,80.8,999.9,,71.5,0.9598184865247005,0.2544045841139549,3.9,0.0,1
8498,China,Macau,2020-03-23,24.0,0.0,China-Macau,22.166699999999995,113.55000000000011,83,74.1,69.3,83.8,999.9,,71.6,0.9183415250027576,0.2467883965020733,9,0.01,1
8499,China,Macau,2020-03-24,25.0,0.0,China-Macau,22.166699999999995,113.55000000000011,84,71.7,69.1,76.8,999.9,,68.3,0.8894288936084436,0.23356859974148303,8.3,0.0,0
8500,China,Macau,2020-03-25,30.0,0.0,China-Macau,22.166699999999995,113.55000000000011,85,72.6,68.9,76.6,999.9,,69.0,0.8836685982948349,0.23399825694030726,7.6,0.0,1
8501,China,Macau,2020-03-26,31.0,0.0,China-Macau,22.166699999999995,113.55000000000011,86,73.0,70.2,77.0,999.9,,71.7,0.9565860262491706,0.25427863623093383,5.9,0.02,1
8502,China,Macau,2020-03-27,33.0,0.0,China-Macau,22.166699999999995,113.55000000000011,87,74.2,70.5,77.0,999.9,,72.7,0.9502883583143991,0.25563350840582655,5.4,0.0,1
8503,China,Macau,2020-03-28,37.0,0.0,China-Macau,22.166699999999995,113.55000000000011,88,70.6,65.5,75.2,999.9,,68.4,0.9268433809301944,0.24105951633100545,10.4,0.28,1
8504,China,Macau,2020-03-29,37.0,0.0,China-Macau,22.166699999999995,113.55000000000011,89,70.9,65.3,73.4,999.9,,68.8,0.9301437923664864,0.24253947883327223,14.1,0.51,1
8505,China,Macau,2020-03-30,38.0,0.0,China-Macau,22.166699999999995,113.55000000000011,90,65.6,63.5,68.0,999.9,,64.9,0.9757115125011778,0.245063652776291,8.6,0.46,1
8506,China,Macau,2020-03-31,41.0,0.0,China-Macau,22.166699999999995,113.55000000000011,91,64.8,61.5,68.0,999.9,,63.6,0.9585529860214407,0.23979078438837598,9.6,0.16,1
8507,China,Macau,2020-04-01,41.0,0.0,China-Macau,22.166699999999995,113.55000000000011,92,65.0,61.3,66.2,999.9,,61.9,0.896114895257571,0.2243857600747596,9.2,0.15,1
8508,China,Macau,2020-04-02,41.0,0.0,China-Macau,22.166699999999995,113.55000000000011,93,68.3,63.1,69.8,999.9,,66.3,0.9326963692977799,0.2382531356183375,13.6,0.0,1
8509,China,Macau,2020-04-03,43.0,0.0,China-Macau,22.166699999999995,113.55000000000011,94,67.9,64.8,69.8,999.9,,67.0,0.9691508237994658,0.24687059085584448,9.5,0.01,1
8510,China,Macau,2020-04-04,43.0,0.0,China-Macau,22.166699999999995,113.55000000000011,95,67.0,61.9,69.8,999.9,,66.2,0.9724383261397567,0.24623956076586137,8.3,0.21,1
8511,China,Macau,2020-04-05,44.0,0.0,China-Macau,22.166699999999995,113.55000000000011,96,67.0,61.9,69.8,999.9,,66.2,0.9724383261397567,0.24623956076586137,8.3,0.21,1
8512,China,Macau,2020-04-06,44.0,0.0,China-Macau,22.166699999999995,113.55000000000011,97,67.0,61.9,69.8,999.9,,66.2,0.9724383261397567,0.24623956076586137,8.3,0.21,1
8513,China,Macau,2020-04-07,44.0,0.0,China-Macau,22.166699999999995,113.55000000000011,98,67.0,61.9,69.8,999.9,,66.2,0.9724383261397567,0.24623956076586137,8.3,0.21,1
8514,China,Macau,2020-04-08,45.0,0.0,China-Macau,22.166699999999995,113.55000000000011,99,67.0,61.9,69.8,999.9,,66.2,0.9724383261397567,0.24623956076586137,8.3,0.21,1
8551,China,Ningxia,2020-01-22,1.0,0.0,China-Ningxia,37.2692,106.16550000000005,22,27.5,17.1,42.6,886.4,1027.5,9.7,0.4666982574432516,-0.20581427835378488,3.6,0.0,0
8552,China,Ningxia,2020-01-23,1.0,0.0,China-Ningxia,37.2692,106.16550000000005,23,27.5,18.7,39.6,891.4,1033.5,14.6,0.5791387524794893,-0.25540062022359467,3.3,0.0,0
8553,China,Ningxia,2020-01-24,2.0,0.0,China-Ningxia,37.2692,106.16550000000005,24,27.8,18.5,39.4,893.5,1035.3,19.6,0.709548281718198,-0.3394238930935942,2.4,0.0,0
8554,China,Ningxia,2020-01-25,3.0,0.0,China-Ningxia,37.2692,106.16550000000005,25,29.9,16.7,43.3,888.5,1029.4,18.1,0.6106938696365508,-0.6366841582411674,3.8,0.0,0
8555,China,Ningxia,2020-01-26,4.0,0.0,China-Ningxia,37.2692,106.16550000000005,26,33.6,17.1,43.3,885.3,1024.7,20.1,0.572793036275912,0.9101507592833538,3,0.0,0
8556,China,Ningxia,2020-01-27,7.0,0.0,China-Ningxia,37.2692,106.16550000000005,27,29.9,24.6,38.8,885.7,1025.5,21.7,0.7117860733765726,-0.7420787067098887,2.9,0.0,0
8557,China,Ningxia,2020-01-28,11.0,0.0,China-Ningxia,37.2692,106.16550000000005,28,28.3,20.1,39.9,888.5,1029.6,13.8,0.5411853136080776,-0.29996343805237025,3.4,0.0,0
8558,China,Ningxia,2020-01-29,12.0,0.0,China-Ningxia,37.2692,106.16550000000005,29,28.5,17.8,44.4,889.1,1030.3,10.0,0.4539449117776888,-0.26817570879898706,2.3,0.0,0
8559,China,Ningxia,2020-01-30,17.0,0.0,China-Ningxia,37.2692,106.16550000000005,30,29.8,14.4,47.7,885.9,1026.4,8.3,0.3989957250608641,-0.3954543760052903,2,0.0,0
8560,China,Ningxia,2020-01-31,21.0,0.0,China-Ningxia,37.2692,106.16550000000005,31,32.6,14.4,47.7,885.5,1025.5,9.1,0.36920907209097975,1.5028446933267985,3.3,0.0,0
8561,China,Ningxia,2020-02-01,26.0,0.0,China-Ningxia,37.2692,106.16550000000005,32,31.5,16.3,45.0,888.3,1028.0,4.2,0.30933423759371437,-1.4453631181054902,4.2,0.0,0
8562,China,Ningxia,2020-02-02,28.0,0.0,China-Ningxia,37.2692,106.16550000000005,33,27.9,18.0,42.1,890.7,1032.1,5.1,0.3732236810764706,-0.18364516431252606,3.3,0.0,0
8563,China,Ningxia,2020-02-03,31.0,0.0,China-Ningxia,37.2692,106.16550000000005,34,31.9,17.8,50.5,884.2,1024.0,4.2,0.3043747761957944,-7.226815590527349,3.5,0.0,0
8564,China,Ningxia,2020-02-04,34.0,0.0,China-Ningxia,37.2692,106.16550000000005,35,33.6,17.8,50.5,885.7,1025.5,3.5,0.2752980616406087,0.4374402689329143,3.3,0.0,0
8565,China,Ningxia,2020-02-05,34.0,0.0,China-Ningxia,37.2692,106.16550000000005,36,30.0,18.9,47.3,885.3,1025.3,10.5,0.4365638538832087,-0.4798502705841006,2.1,0.0,0
8566,China,Ningxia,2020-02-06,40.0,0.0,China-Ningxia,37.2692,106.16550000000005,37,32.9,17.6,49.5,885.9,1025.6,15.4,0.4814052674720376,1.322214744389828,3.7,0.0,0
8567,China,Ningxia,2020-02-07,43.0,0.0,China-Ningxia,37.2692,106.16550000000005,38,33.3,17.6,49.5,891.7,1031.8,8.5,0.3494622309690922,0.6752546653250451,3.8,0.01,0
8568,China,Ningxia,2020-02-08,45.0,0.0,China-Ningxia,37.2692,106.16550000000005,39,31.8,19.0,48.9,895.4,1036.4,5.3,0.3213127401506257,-3.799116125969245,3.6,0.0,0
8569,China,Ningxia,2020-02-09,45.0,0.0,China-Ningxia,37.2692,106.16550000000005,40,33.6,16.3,53.4,888.4,1028.2,9.1,0.3546743353346769,0.5635667599975502,2.4,0.0,0
8570,China,Ningxia,2020-02-10,49.0,0.0,China-Ningxia,37.2692,106.16550000000005,41,38.5,16.3,57.7,881.3,1018.8,13.7,0.35788270697547714,0.1700032800227068,2.9,0.0,0
8571,China,Ningxia,2020-02-11,53.0,0.0,China-Ningxia,37.2692,106.16550000000005,42,38.2,21.4,58.6,880.3,1017.2,12.6,0.34507001333000376,0.1698357628865889,2.2,0.0,0
8572,China,Ningxia,2020-02-12,58.0,0.0,China-Ningxia,37.2692,106.16550000000005,43,42.0,21.6,64.0,876.6,1012.4,6.2,0.22366525998244816,0.07914787936229233,2.4,0.0,0
8573,China,Ningxia,2020-02-13,64.0,0.0,China-Ningxia,37.2692,106.16550000000005,44,35.4,21.6,64.0,883.1,1021.0,1.9,0.238032260291602,0.19124963960677208,9,0.0,0
8574,China,Ningxia,2020-02-14,67.0,0.0,China-Ningxia,37.2692,106.16550000000005,45,19.0,9.9,25.3,897.4,1041.7,-1.7,0.39575407418659597,-0.042301589277519126,8.3,0.0,0
8575,China,Ningxia,2020-02-15,70.0,0.0,China-Ningxia,37.2692,106.16550000000005,46,18.2,8.1,28.6,899.1,1045.4,-7.1,0.3168155320586378,-0.03082712780499297,5.2,0.0,0
8576,China,Ningxia,2020-02-16,70.0,0.0,China-Ningxia,37.2692,106.16550000000005,47,22.9,8.1,35.6,896.2,1040.7,-6.7,0.2645805226759007,-0.04765697480273653,1.9,0.0,0
8577,China,Ningxia,2020-02-17,70.0,0.0,China-Ningxia,37.2692,106.16550000000005,48,31.0,10.2,46.9,893.3,1035.2,-1.0,0.24821004987242742,-0.568259991885912,3.9,0.0,0
8578,China,Ningxia,2020-02-18,70.0,0.0,China-Ningxia,37.2692,106.16550000000005,49,33.6,12.0,48.4,888.3,1027.9,4.2,0.2842571410891657,0.45167597440796536,4.4,0.0,0
8579,China,Ningxia,2020-02-19,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,50,37.6,19.6,51.1,886.2,1024.9,4.7,0.24808057119857552,0.13202799416847824,5.9,0.0,0
8580,China,Ningxia,2020-02-20,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,51,33.0,20.5,51.1,895.5,1035.9,4.2,0.291184275854354,0.7226815590527451,5.7,0.0,0
8581,China,Ningxia,2020-02-21,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,52,35.4,23.7,46.4,894.3,1034.5,7.2,0.3031143413903547,0.24354055403890432,5.5,0.0,0
8582,China,Ningxia,2020-02-22,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,53,40.5,23.0,58.1,887.1,1025.1,14.1,0.3368144608302496,0.13229522421739456,3.4,0.0,0
8583,China,Ningxia,2020-02-23,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,54,52.9,23.7,67.6,879.6,1013.2,19.0,0.26008996865512757,0.0664857168800954,5.5,0.0,0
8584,China,Ningxia,2020-02-24,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,55,45.3,30.2,67.6,882.7,1017.3,6.3,0.19794002091625987,0.05977956796310246,6.1,0.0,0
8585,China,Ningxia,2020-02-25,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,56,43.8,27.1,59.0,884.1,1020.2,10.6,0.2541620878688257,0.08169223186885673,3.7,0.0,0
8586,China,Ningxia,2020-02-26,71.0,0.0,China-Ningxia,37.2692,106.16550000000005,57,44.8,27.7,58.5,885.3,1021.2,17.7,0.33350600319748996,0.10267759384639427,4.6,0.0,0
8587,China,Ningxia,2020-02-27,72.0,0.0,China-Ningxia,37.2692,106.16550000000005,58,42.5,30.9,52.9,884.9,1021.0,19.2,0.38846837178926036,0.13347327683708357,3,0.0,0
8588,China,Ningxia,2020-02-28,72.0,0.0,China-Ningxia,37.2692,106.16550000000005,59,49.7,27.3,67.1,879.4,1013.5,21.6,0.32716519310172565,0.08767229011608467,4.5,0.0,0
8589,China,Ningxia,2020-02-29,73.0,0.0,China-Ningxia,37.2692,106.16550000000005,60,44.5,27.3,67.1,887.7,1023.7,10.0,0.24092792333046212,0.07508919846371638,7.4,0.0,0
8590,China,Ningxia,2020-03-01,73.0,0.0,China-Ningxia,37.2692,106.16550000000005,61,40.5,32.0,53.1,887.8,1024.9,6.7,0.24248427873221293,0.0952438679295275,3.8,0.0,0
8591,China,Ningxia,2020-03-02,74.0,0.0,China-Ningxia,37.2692,106.16550000000005,62,39.7,25.9,52.3,888.0,1025.5,5.5,0.2369344085681348,0.09957892404916242,5.8,0.0,0
8592,China,Ningxia,2020-03-03,74.0,0.0,China-Ningxia,37.2692,106.16550000000005,63,38.2,23.0,56.3,887.2,1025.3,6.4,0.26173091815207883,0.12881811933294593,3.4,0.0,0
8593,China,Ningxia,2020-03-04,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,64,39.6,23.0,56.3,883.1,1020.1,9.0,0.2784781797113733,0.11811677130599207,5.7,0.0,0
8594,China,Ningxia,2020-03-05,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,65,48.4,27.9,62.4,877.7,1012.1,17.5,0.28845393098978833,0.07945257395472936,3.6,0.0,0
8595,China,Ningxia,2020-03-06,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,66,43.0,29.3,62.4,880.5,1015.5,9.1,0.24517031701695877,0.08197334690873466,5.9,0.0,0
8596,China,Ningxia,2020-03-07,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,67,51.9,29.3,68.5,871.9,1004.7,16.5,0.24241456949032056,0.06271616552951964,6,0.0,0
8597,China,Ningxia,2020-03-08,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,68,42.2,30.0,68.5,884.2,1019.5,12.9,0.29918992466788624,0.10460309925159368,8.7,0.0,0
8598,China,Ningxia,2020-03-09,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,69,34.9,27.5,51.6,890.8,1030.1,6.5,0.29959391206485214,0.2766521048184095,6.1,0.0,0
8599,China,Ningxia,2020-03-10,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,70,39.3,24.4,55.4,884.3,1021.8,8.9,0.28050623497644817,0.12242249428910243,3.8,0.0,0
8600,China,Ningxia,2020-03-11,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,71,45.6,26.1,58.8,880.4,1015.9,6.6,0.19836209137252725,0.05925916168257637,3.8,0.0,0
8601,China,Ningxia,2020-03-12,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,72,43.0,28.4,58.8,889.0,1025.6,12.2,0.28130630299398157,0.0940555098329632,6.2,0.0,0
8602,China,Ningxia,2020-03-13,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,73,37.8,27.7,53.4,894.0,1032.7,10.0,0.3124682008661846,0.16183016910283712,5.2,0.0,0
8603,China,Ningxia,2020-03-14,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,74,41.0,25.7,56.5,889.7,1027.5,6.5,0.23567795858677934,0.08914345599704301,2.9,0.0,0
8604,China,Ningxia,2020-03-15,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,75,46.9,27.5,59.0,886.8,1022.9,5.4,0.17881643231093577,0.05122707315086214,3.6,0.0,0
8605,China,Ningxia,2020-03-16,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,76,50.1,31.8,62.4,889.0,1023.9,8.5,0.1823242754818464,0.04849895386312469,5.6,0.0,0
8606,China,Ningxia,2020-03-17,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,77,49.6,33.8,65.7,886.0,1020.7,1.9,0.13760594274195478,0.03694595310585368,4.6,0.0,0
8607,China,Ningxia,2020-03-18,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,78,50.3,34.2,65.7,884.6,1018.9,1.1,0.1291813434401117,0.034242074458485976,7,0.0,0
8608,China,Ningxia,2020-03-19,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,79,53.0,30.0,68.5,880.4,1013.8,6.5,0.14961559830588778,0.03820433828444701,3.2,0.0,0
8609,China,Ningxia,2020-03-20,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,80,57.8,32.5,69.1,877.9,1009.4,12.3,0.16259647611058306,0.040278147869881965,2.9,0.0,0
8610,China,Ningxia,2020-03-21,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,81,57.0,42.4,69.1,881.7,1013.4,15.6,0.19334598254403915,0.048014625555684,3.9,0.0,0
8611,China,Ningxia,2020-03-22,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,82,59.9,40.8,73.6,880.8,1012.3,18.4,0.19645864316701514,0.048542672779119375,4.6,0.0,0
8612,China,Ningxia,2020-03-23,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,83,56.2,43.0,73.6,881.6,1013.3,29.8,0.36158755821358796,0.090102213032931,5,0.0,0
8613,China,Ningxia,2020-03-24,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,84,53.5,43.3,65.3,876.9,1009.0,28.5,0.3785461596441397,0.09617138468136151,2.6,0.0,0
8614,China,Ningxia,2020-03-25,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,85,49.7,40.3,64.8,878.9,1012.2,20.5,0.3122794069351793,0.08368326258223677,8.4,0.0,0
8615,China,Ningxia,2020-03-26,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,86,42.8,35.6,58.3,888.6,1025.0,29.5,0.5901841858355434,0.19944152861243128,4,0.0,0
8616,China,Ningxia,2020-03-27,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,87,46.6,35.1,56.8,887.6,1023.7,14.7,0.2735178907930852,0.07906300711461285,4.2,0.0,0
8617,China,Ningxia,2020-03-28,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,88,49.5,36.5,61.3,880.8,1014.6,28.5,0.4392065674215855,0.11815341546567273,5.3,0.0,0
8618,China,Ningxia,2020-03-29,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,89,53.8,38.8,64.9,879.5,1012.3,21.1,0.2751005313309429,0.0696945334703575,3.6,0.0,1
8619,China,Ningxia,2020-03-30,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,90,51.9,39.6,64.9,881.5,1014.5,24.6,0.3418384587473124,0.08843856789724987,4.5,0.0,0
8620,China,Ningxia,2020-03-31,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,91,48.1,38.8,61.7,885.1,1019.8,18.4,0.3032212262981544,0.08412053233151741,6.1,0.0,0
8621,China,Ningxia,2020-04-01,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,92,43.8,39.0,56.5,887.5,1023.7,16.7,0.3319182377741838,0.10668444640628386,4.2,0.0,0
8622,China,Ningxia,2020-04-02,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,93,46.5,36.5,57.0,889.4,1025.5,10.2,0.22524560398680984,0.06531025923669968,3.3,0.0,0
8623,China,Ningxia,2020-04-03,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,94,49.7,36.5,61.9,890.1,1025.5,11.4,0.21056156670470155,0.05642536294407089,3.9,0.0,0
8624,China,Ningxia,2020-04-04,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,95,55.4,36.9,66.2,888.5,1022.4,18.9,0.23624586826963787,0.05912934356981179,2.2,0.0,0
8625,China,Ningxia,2020-04-05,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,96,55.4,36.9,66.2,888.5,1022.4,18.9,0.23624586826963787,0.05912934356981179,2.2,0.0,0
8626,China,Ningxia,2020-04-06,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,97,55.4,36.9,66.2,888.5,1022.4,18.9,0.23624586826963787,0.05912934356981179,2.2,0.0,0
8627,China,Ningxia,2020-04-07,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,98,55.4,36.9,66.2,888.5,1022.4,18.9,0.23624586826963787,0.05912934356981179,2.2,0.0,0
8628,China,Ningxia,2020-04-08,75.0,0.0,China-Ningxia,37.2692,106.16550000000005,99,55.4,36.9,66.2,888.5,1022.4,18.9,0.23624586826963787,0.05912934356981179,2.2,0.0,0
8665,China,Qinghai,2020-01-22,0.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,22,18.8,3.6,32.2,720.9,1025.2,-5.0,0.34146182985185836,-0.03563941730876808,3.4,0.0,0
8666,China,Qinghai,2020-01-23,0.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,23,19.4,7.5,31.6,724.2,1028.7,-4.7,0.33761507884778963,-0.03787394958284445,2.4,0.0,0
8667,China,Qinghai,2020-01-24,0.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,24,18.5,4.6,31.6,725.3,1031.7,-3.3,0.3749492036759447,-0.03777690855701522,2.7,0.0,0
8668,China,Qinghai,2020-01-25,1.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,25,19.3,3.4,35.8,720.9,1024.5,-7.1,0.3022562386140951,-0.03349719399282701,2.9,0.0,0
8669,China,Qinghai,2020-01-26,1.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,26,17.7,3.4,35.8,720.1,1024.4,-1.7,0.4184218776518309,-0.038455990252290115,2.5,0.0,0
8670,China,Qinghai,2020-01-27,6.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,27,18.3,9.0,31.5,720.6,1025.1,1.4,0.47116885035653205,-0.04637919479938881,2.5,0.0,0
8671,China,Qinghai,2020-01-28,6.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,28,18.5,7.0,33.4,724.4,1030.0,-0.1,0.4357214314478826,-0.04389983632653454,2.4,0.0,0
8672,China,Qinghai,2020-01-29,6.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,29,19.3,5.9,34.7,723.9,1029.4,-6.8,0.30665040065643984,-0.033984171859829014,3.4,0.0,0
8673,China,Qinghai,2020-01-30,8.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,30,18.7,5.9,34.7,720.8,1025.0,-5.7,0.33165257595765885,-0.03420871164963523,3.5,0.0,0
8674,China,Qinghai,2020-01-31,8.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,31,20.8,7.0,31.8,721.4,1024.1,-3.2,0.34156738455509056,-0.0457504719804808,3.1,0.0,0
8675,China,Qinghai,2020-02-01,9.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,32,18.8,8.6,31.8,724.5,1029.6,-5.7,0.33023720242906673,-0.03446786855607187,3.3,0.0,0
8676,China,Qinghai,2020-02-02,11.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,33,17.6,3.0,32.2,725.8,1032.6,-13.9,0.23307354072340283,-0.02118115478239804,2.5,0.0,0
8677,China,Qinghai,2020-02-03,13.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,34,19.2,1.9,37.0,723.1,1028.1,-16.1,0.19496831338677778,-0.021347041133194758,1.9,0.0,0
8678,China,Qinghai,2020-02-04,15.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,35,23.1,1.9,37.8,721.3,1024.7,-15.4,0.17121618310818318,-0.031798768986168124,4.1,0.0,0
8679,China,Qinghai,2020-02-05,17.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,36,23.6,3.9,37.8,721.2,1022.0,-13.7,0.18250473118845717,-0.036673307694352536,2.6,0.0,0
8680,China,Qinghai,2020-02-06,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,37,24.2,9.9,37.6,722.2,1022.8,-12.0,0.19360248848696138,-0.042960058352161594,3.1,0.0,0
8681,China,Qinghai,2020-02-07,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,38,23.5,9.9,37.6,727.2,1030.4,-13.2,0.1878743491416595,-0.03715227895341962,4,0.0,0
8682,China,Qinghai,2020-02-08,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,39,22.7,13.5,35.4,731.3,1036.4,-14.3,0.1839517555176939,-0.03215009463103931,3.9,0.0,0
8683,China,Qinghai,2020-02-09,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,40,22.5,9.5,35.1,726.9,1031.0,-13.9,0.18923558339464594,-0.032106171459634916,2.5,0.0,0
8684,China,Qinghai,2020-02-10,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,41,23.6,6.8,41.2,723.3,1024.6,-15.7,0.16516366766144935,-0.03318871770957798,2,0.0,0
8685,China,Qinghai,2020-02-11,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,42,25.2,6.4,42.8,723.9,1025.1,-15.0,0.1600120717079458,-0.042460406847025345,1.8,0.0,0
8686,China,Qinghai,2020-02-12,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,43,28.2,6.4,42.8,722.2,1021.3,-10.3,0.1783411209265953,-0.09585408677726158,3,0.0,0
8687,China,Qinghai,2020-02-13,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,44,33.1,11.3,50.0,721.0,1014.9,-6.5,0.17571794864906415,0.398058706314707,4.4,0.0,0
8688,China,Qinghai,2020-02-14,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,45,26.7,13.6,50.0,724.7,1023.2,-18.2,0.1279821732124848,-0.04636639478577684,6.1,0.0,0
8689,China,Qinghai,2020-02-15,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,46,24.2,11.7,41.7,726.9,1029.5,-8.1,0.23420985111982523,-0.051970762098114236,3.1,0.0,0
8690,China,Qinghai,2020-02-16,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,47,24.1,9.9,39.6,725.7,1028.0,-9.4,0.22081268617429217,-0.048176129637279436,2,0.0,0
8691,China,Qinghai,2020-02-17,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,48,24.5,11.5,39.6,728.4,1031.7,-8.2,0.23018020785303328,-0.05378870938118438,3.3,0.0,0
8692,China,Qinghai,2020-02-18,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,49,28.7,14.4,41.9,724.0,1022.8,-12.5,0.15682114584663945,-0.09906772677861475,2.6,0.0,0
8693,China,Qinghai,2020-02-19,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,50,26.8,15.8,41.9,723.9,1023.2,-8.3,0.20822236316645598,-0.0772052348198994,6.7,0.0,0
8694,China,Qinghai,2020-02-20,18.0,0.0,China-Qinghai,35.745200000000004,95.99560000000012,51,22.6,13.3,38.3,732.4,1037.6,-3.6,0.31064077732058276,-0.053489225344640054,2,0.0,0
