Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities
6576,China,Fujian,2020-04-08,351.0,1.0
6613,China,Gansu,2020-01-22,0.0,0.0
6614,China,Gansu,2020-01-23,2.0,0.0
6615,China,Gansu,2020-01-24,2.0,0.0
6616,China,Gansu,2020-01-25,4.0,0.0
6617,China,Gansu,2020-01-26,7.0,0.0
6618,China,Gansu,2020-01-27,14.0,0.0
6619,China,Gansu,2020-01-28,19.0,0.0
6620,China,Gansu,2020-01-29,24.0,0.0
6621,China,Gansu,2020-01-30,26.0,0.0
6622,China,Gansu,2020-01-31,29.0,0.0
6623,China,Gansu,2020-02-01,40.0,0.0
6624,China,Gansu,2020-02-02,51.0,0.0
6625,China,Gansu,2020-02-03,55.0,0.0
6626,China,Gansu,2020-02-04,57.0,0.0
6627,China,Gansu,2020-02-05,62.0,0.0
6628,China,Gansu,2020-02-06,62.0,0.0
6629,China,Gansu,2020-02-07,67.0,0.0
6630,China,Gansu,2020-02-08,79.0,1.0
6631,China,Gansu,2020-02-09,83.0,2.0
6632,China,Gansu,2020-02-10,83.0,2.0
6633,China,Gansu,2020-02-11,86.0,2.0
6634,China,Gansu,2020-02-12,87.0,2.0
6635,China,Gansu,2020-02-13,90.0,2.0
6636,China,Gansu,2020-02-14,90.0,2.0
6637,China,Gansu,2020-02-15,90.0,2.0
6638,China,Gansu,2020-02-16,90.0,2.0
6639,China,Gansu,2020-02-17,91.0,2.0
6640,China,Gansu,2020-02-18,91.0,2.0
6641,China,Gansu,2020-02-19,91.0,2.0
6642,China,Gansu,2020-02-20,91.0,2.0
6643,China,Gansu,2020-02-21,91.0,2.0
6644,China,Gansu,2020-02-22,91.0,2.0
6645,China,Gansu,2020-02-23,91.0,2.0
6646,China,Gansu,2020-02-24,91.0,2.0
6647,China,Gansu,2020-02-25,91.0,2.0
6648,China,Gansu,2020-02-26,91.0,2.0
6649,China,Gansu,2020-02-27,91.0,2.0
6650,China,Gansu,2020-02-28,91.0,2.0
6651,China,Gansu,2020-02-29,91.0,2.0
6652,China,Gansu,2020-03-01,91.0,2.0
6653,China,Gansu,2020-03-02,91.0,2.0
6654,China,Gansu,2020-03-03,91.0,2.0
6655,China,Gansu,2020-03-04,91.0,2.0
6656,China,Gansu,2020-03-05,102.0,2.0
6657,China,Gansu,2020-03-06,119.0,2.0
6658,China,Gansu,2020-03-07,120.0,2.0
6659,China,Gansu,2020-03-08,124.0,2.0
6660,China,Gansu,2020-03-09,124.0,2.0
6661,China,Gansu,2020-03-10,125.0,2.0
6662,China,Gansu,2020-03-11,127.0,2.0
6663,China,Gansu,2020-03-12,127.0,2.0
6664,China,Gansu,2020-03-13,127.0,2.0
6665,China,Gansu,2020-03-14,129.0,2.0
6666,China,Gansu,2020-03-15,133.0,2.0
6667,China,Gansu,2020-03-16,133.0,2.0
6668,China,Gansu,2020-03-17,133.0,2.0
6669,China,Gansu,2020-03-18,133.0,2.0
6670,China,Gansu,2020-03-19,134.0,2.0
6671,China,Gansu,2020-03-20,134.0,2.0
6672,China,Gansu,2020-03-21,134.0,2.0
6673,China,Gansu,2020-03-22,136.0,2.0
6674,China,Gansu,2020-03-23,136.0,2.0
6675,China,Gansu,2020-03-24,136.0,2.0
6676,China,Gansu,2020-03-25,136.0,2.0
6677,China,Gansu,2020-03-26,136.0,2.0
6678,China,Gansu,2020-03-27,136.0,2.0
6679,China,Gansu,2020-03-28,136.0,2.0
6680,China,Gansu,2020-03-29,138.0,2.0
6681,China,Gansu,2020-03-30,138.0,2.0
6682,China,Gansu,2020-03-31,138.0,2.0
6683,China,Gansu,2020-04-01,138.0,2.0
6684,China,Gansu,2020-04-02,138.0,2.0
6685,China,Gansu,2020-04-03,138.0,2.0
6686,China,Gansu,2020-04-04,138.0,2.0
6687,China,Gansu,2020-04-05,138.0,2.0
6688,China,Gansu,2020-04-06,139.0,2.0
6689,China,Gansu,2020-04-07,139.0,2.0
6690,China,Gansu,2020-04-08,139.0,2.0
6727,China,Guangdong,2020-01-22,26.0,0.0
6728,China,Guangdong,2020-01-23,32.0,0.0
6729,China,Guangdong,2020-01-24,53.0,0.0
6730,China,Guangdong,2020-01-25,78.0,0.0
6731,China,Guangdong,2020-01-26,111.0,0.0
6732,China,Guangdong,2020-01-27,151.0,0.0
6733,China,Guangdong,2020-01-28,207.0,0.0
6734,China,Guangdong,2020-01-29,277.0,0.0
6735,China,Guangdong,2020-01-30,354.0,0.0
6736,China,Guangdong,2020-01-31,436.0,0.0
6737,China,Guangdong,2020-02-01,535.0,0.0
6738,China,Guangdong,2020-02-02,632.0,0.0
6739,China,Guangdong,2020-02-03,725.0,0.0
6740,China,Guangdong,2020-02-04,813.0,0.0
6741,China,Guangdong,2020-02-05,895.0,0.0
6742,China,Guangdong,2020-02-06,970.0,0.0
6743,China,Guangdong,2020-02-07,1034.0,1.0
6744,China,Guangdong,2020-02-08,1095.0,1.0
6745,China,Guangdong,2020-02-09,1131.0,1.0
6746,China,Guangdong,2020-02-10,1159.0,1.0
6747,China,Guangdong,2020-02-11,1177.0,1.0
6748,China,Guangdong,2020-02-12,1219.0,1.0
6749,China,Guangdong,2020-02-13,1241.0,2.0
6750,China,Guangdong,2020-02-14,1261.0,2.0
6751,China,Guangdong,2020-02-15,1294.0,2.0
6752,China,Guangdong,2020-02-16,1316.0,2.0
6753,China,Guangdong,2020-02-17,1322.0,4.0
6754,China,Guangdong,2020-02-18,1328.0,4.0
6755,China,Guangdong,2020-02-19,1331.0,5.0
6756,China,Guangdong,2020-02-20,1332.0,5.0
6757,China,Guangdong,2020-02-21,1333.0,5.0
6758,China,Guangdong,2020-02-22,1339.0,5.0
6759,China,Guangdong,2020-02-23,1342.0,6.0
6760,China,Guangdong,2020-02-24,1345.0,6.0
6761,China,Guangdong,2020-02-25,1347.0,7.0
6762,China,Guangdong,2020-02-26,1347.0,7.0
6763,China,Guangdong,2020-02-27,1347.0,7.0
6764,China,Guangdong,2020-02-28,1348.0,7.0
6765,China,Guangdong,2020-02-29,1349.0,7.0
6766,China,Guangdong,2020-03-01,1349.0,7.0
6767,China,Guangdong,2020-03-02,1350.0,7.0
6768,China,Guangdong,2020-03-03,1350.0,7.0
6769,China,Guangdong,2020-03-04,1350.0,7.0
6770,China,Guangdong,2020-03-05,1351.0,7.0
6771,China,Guangdong,2020-03-06,1352.0,7.0
6772,China,Guangdong,2020-03-07,1352.0,7.0
6773,China,Guangdong,2020-03-08,1352.0,7.0
6774,China,Guangdong,2020-03-09,1352.0,8.0
6775,China,Guangdong,2020-03-10,1353.0,8.0
6776,China,Guangdong,2020-03-11,1356.0,8.0
6777,China,Guangdong,2020-03-12,1356.0,8.0
6778,China,Guangdong,2020-03-13,1356.0,8.0
6779,China,Guangdong,2020-03-14,1356.0,8.0
6780,China,Guangdong,2020-03-15,1360.0,8.0
6781,China,Guangdong,2020-03-16,1361.0,8.0
6782,China,Guangdong,2020-03-17,1364.0,8.0
6783,China,Guangdong,2020-03-18,1370.0,8.0
6784,China,Guangdong,2020-03-19,1378.0,8.0
6785,China,Guangdong,2020-03-20,1395.0,8.0
6786,China,Guangdong,2020-03-21,1400.0,8.0
6787,China,Guangdong,2020-03-22,1413.0,8.0
6788,China,Guangdong,2020-03-23,1415.0,8.0
6789,China,Guangdong,2020-03-24,1428.0,8.0
6790,China,Guangdong,2020-03-25,1433.0,8.0
6791,China,Guangdong,2020-03-26,1448.0,8.0
6792,China,Guangdong,2020-03-27,1456.0,8.0
6793,China,Guangdong,2020-03-28,1467.0,8.0
6794,China,Guangdong,2020-03-29,1475.0,8.0
6795,China,Guangdong,2020-03-30,1484.0,8.0
6796,China,Guangdong,2020-03-31,1494.0,8.0
6797,China,Guangdong,2020-04-01,1501.0,8.0
6798,China,Guangdong,2020-04-02,1507.0,8.0
6799,China,Guangdong,2020-04-03,1514.0,8.0
6800,China,Guangdong,2020-04-04,1516.0,8.0
6801,China,Guangdong,2020-04-05,1524.0,8.0
6802,China,Guangdong,2020-04-06,1532.0,8.0
6803,China,Guangdong,2020-04-07,1533.0,8.0
6804,China,Guangdong,2020-04-08,1536.0,8.0
6841,China,Guangxi,2020-01-22,2.0,0.0
6842,China,Guangxi,2020-01-23,5.0,0.0
6843,China,Guangxi,2020-01-24,23.0,0.0
6844,China,Guangxi,2020-01-25,23.0,0.0
6845,China,Guangxi,2020-01-26,36.0,0.0
6846,China,Guangxi,2020-01-27,46.0,0.0
6847,China,Guangxi,2020-01-28,51.0,0.0
6848,China,Guangxi,2020-01-29,58.0,0.0
6849,China,Guangxi,2020-01-30,78.0,0.0
6850,China,Guangxi,2020-01-31,87.0,0.0
6851,China,Guangxi,2020-02-01,100.0,0.0
6852,China,Guangxi,2020-02-02,111.0,0.0
6853,China,Guangxi,2020-02-03,127.0,0.0
6854,China,Guangxi,2020-02-04,139.0,0.0
6855,China,Guangxi,2020-02-05,150.0,0.0
6856,China,Guangxi,2020-02-06,168.0,0.0
6857,China,Guangxi,2020-02-07,172.0,0.0
6858,China,Guangxi,2020-02-08,183.0,0.0
6859,China,Guangxi,2020-02-09,195.0,1.0
6860,China,Guangxi,2020-02-10,210.0,1.0
6861,China,Guangxi,2020-02-11,215.0,1.0
6862,China,Guangxi,2020-02-12,222.0,1.0
6863,China,Guangxi,2020-02-13,222.0,2.0
6864,China,Guangxi,2020-02-14,226.0,2.0
6865,China,Guangxi,2020-02-15,235.0,2.0
6866,China,Guangxi,2020-02-16,237.0,2.0
6867,China,Guangxi,2020-02-17,238.0,2.0
6868,China,Guangxi,2020-02-18,242.0,2.0
6869,China,Guangxi,2020-02-19,244.0,2.0
6870,China,Guangxi,2020-02-20,245.0,2.0
6871,China,Guangxi,2020-02-21,246.0,2.0
6872,China,Guangxi,2020-02-22,249.0,2.0
6873,China,Guangxi,2020-02-23,249.0,2.0
6874,China,Guangxi,2020-02-24,251.0,2.0
6875,China,Guangxi,2020-02-25,252.0,2.0
6876,China,Guangxi,2020-02-26,252.0,2.0
6877,China,Guangxi,2020-02-27,252.0,2.0
6878,China,Guangxi,2020-02-28,252.0,2.0
6879,China,Guangxi,2020-02-29,252.0,2.0
6880,China,Guangxi,2020-03-01,252.0,2.0
6881,China,Guangxi,2020-03-02,252.0,2.0
6882,China,Guangxi,2020-03-03,252.0,2.0
6883,China,Guangxi,2020-03-04,252.0,2.0
6884,China,Guangxi,2020-03-05,252.0,2.0
6885,China,Guangxi,2020-03-06,252.0,2.0
6886,China,Guangxi,2020-03-07,252.0,2.0
6887,China,Guangxi,2020-03-08,252.0,2.0
6888,China,Guangxi,2020-03-09,252.0,2.0
6889,China,Guangxi,2020-03-10,252.0,2.0
6890,China,Guangxi,2020-03-11,252.0,2.0
6891,China,Guangxi,2020-03-12,252.0,2.0
6892,China,Guangxi,2020-03-13,252.0,2.0
6893,China,Guangxi,2020-03-14,252.0,2.0
6894,China,Guangxi,2020-03-15,252.0,2.0
6895,China,Guangxi,2020-03-16,252.0,2.0
6896,China,Guangxi,2020-03-17,253.0,2.0
6897,China,Guangxi,2020-03-18,253.0,2.0
6898,China,Guangxi,2020-03-19,253.0,2.0
6899,China,Guangxi,2020-03-20,254.0,2.0
6900,China,Guangxi,2020-03-21,254.0,2.0
6901,China,Guangxi,2020-03-22,254.0,2.0
6902,China,Guangxi,2020-03-23,254.0,2.0
6903,China,Guangxi,2020-03-24,254.0,2.0
6904,China,Guangxi,2020-03-25,254.0,2.0
6905,China,Guangxi,2020-03-26,254.0,2.0
6906,China,Guangxi,2020-03-27,254.0,2.0
6907,China,Guangxi,2020-03-28,254.0,2.0
6908,China,Guangxi,2020-03-29,254.0,2.0
6909,China,Guangxi,2020-03-30,254.0,2.0
6910,China,Guangxi,2020-03-31,254.0,2.0
6911,China,Guangxi,2020-04-01,254.0,2.0
6912,China,Guangxi,2020-04-02,254.0,2.0
6913,China,Guangxi,2020-04-03,254.0,2.0
6914,China,Guangxi,2020-04-04,254.0,2.0
6915,China,Guangxi,2020-04-05,254.0,2.0
6916,China,Guangxi,2020-04-06,254.0,2.0
6917,China,Guangxi,2020-04-07,254.0,2.0
6918,China,Guangxi,2020-04-08,254.0,2.0
6955,China,Guizhou,2020-01-22,1.0,0.0
6956,China,Guizhou,2020-01-23,3.0,0.0
6957,China,Guizhou,2020-01-24,3.0,0.0
6958,China,Guizhou,2020-01-25,4.0,0.0
6959,China,Guizhou,2020-01-26,5.0,0.0
6960,China,Guizhou,2020-01-27,7.0,0.0
6961,China,Guizhou,2020-01-28,9.0,0.0
6962,China,Guizhou,2020-01-29,9.0,0.0
6963,China,Guizhou,2020-01-30,12.0,0.0
6964,China,Guizhou,2020-01-31,29.0,0.0
6965,China,Guizhou,2020-02-01,29.0,0.0
6966,China,Guizhou,2020-02-02,38.0,0.0
6967,China,Guizhou,2020-02-03,46.0,0.0
6968,China,Guizhou,2020-02-04,58.0,0.0
6969,China,Guizhou,2020-02-05,64.0,1.0
6970,China,Guizhou,2020-02-06,71.0,1.0
6971,China,Guizhou,2020-02-07,81.0,1.0
6972,China,Guizhou,2020-02-08,89.0,1.0
6973,China,Guizhou,2020-02-09,99.0,1.0
6974,China,Guizhou,2020-02-10,109.0,1.0
6975,China,Guizhou,2020-02-11,127.0,1.0
6976,China,Guizhou,2020-02-12,133.0,1.0
6977,China,Guizhou,2020-02-13,135.0,1.0
6978,China,Guizhou,2020-02-14,140.0,1.0
6979,China,Guizhou,2020-02-15,143.0,1.0
6980,China,Guizhou,2020-02-16,144.0,1.0
6981,China,Guizhou,2020-02-17,146.0,1.0
6982,China,Guizhou,2020-02-18,146.0,2.0
6983,China,Guizhou,2020-02-19,146.0,2.0
6984,China,Guizhou,2020-02-20,146.0,2.0
6985,China,Guizhou,2020-02-21,146.0,2.0
6986,China,Guizhou,2020-02-22,146.0,2.0
6987,China,Guizhou,2020-02-23,146.0,2.0
6988,China,Guizhou,2020-02-24,146.0,2.0
6989,China,Guizhou,2020-02-25,146.0,2.0
6990,China,Guizhou,2020-02-26,146.0,2.0
6991,China,Guizhou,2020-02-27,146.0,2.0
6992,China,Guizhou,2020-02-28,146.0,2.0
6993,China,Guizhou,2020-02-29,146.0,2.0
6994,China,Guizhou,2020-03-01,146.0,2.0
6995,China,Guizhou,2020-03-02,146.0,2.0
6996,China,Guizhou,2020-03-03,146.0,2.0
6997,China,Guizhou,2020-03-04,146.0,2.0
6998,China,Guizhou,2020-03-05,146.0,2.0
6999,China,Guizhou,2020-03-06,146.0,2.0
7000,China,Guizhou,2020-03-07,146.0,2.0
7001,China,Guizhou,2020-03-08,146.0,2.0
7002,China,Guizhou,2020-03-09,146.0,2.0
7003,China,Guizhou,2020-03-10,146.0,2.0
7004,China,Guizhou,2020-03-11,146.0,2.0
7005,China,Guizhou,2020-03-12,146.0,2.0
7006,China,Guizhou,2020-03-13,146.0,2.0
7007,China,Guizhou,2020-03-14,146.0,2.0
7008,China,Guizhou,2020-03-15,146.0,2.0
7009,China,Guizhou,2020-03-16,146.0,2.0
7010,China,Guizhou,2020-03-17,147.0,2.0
7011,China,Guizhou,2020-03-18,146.0,2.0
7012,China,Guizhou,2020-03-19,146.0,2.0
7013,China,Guizhou,2020-03-20,146.0,2.0
7014,China,Guizhou,2020-03-21,146.0,2.0
7015,China,Guizhou,2020-03-22,146.0,2.0
7016,China,Guizhou,2020-03-23,146.0,2.0
7017,China,Guizhou,2020-03-24,146.0,2.0
7018,China,Guizhou,2020-03-25,146.0,2.0
7019,China,Guizhou,2020-03-26,146.0,2.0
7020,China,Guizhou,2020-03-27,146.0,2.0
7021,China,Guizhou,2020-03-28,146.0,2.0
7022,China,Guizhou,2020-03-29,146.0,2.0
7023,China,Guizhou,2020-03-30,146.0,2.0
7024,China,Guizhou,2020-03-31,146.0,2.0
7025,China,Guizhou,2020-04-01,146.0,2.0
7026,China,Guizhou,2020-04-02,146.0,2.0
7027,China,Guizhou,2020-04-03,146.0,2.0
7028,China,Guizhou,2020-04-04,146.0,2.0
7029,China,Guizhou,2020-04-05,146.0,2.0
7030,China,Guizhou,2020-04-06,146.0,2.0
7031,China,Guizhou,2020-04-07,146.0,2.0
7032,China,Guizhou,2020-04-08,146.0,2.0
7069,China,Hainan,2020-01-22,4.0,0.0
7070,China,Hainan,2020-01-23,5.0,0.0
7071,China,Hainan,2020-01-24,8.0,0.0
7072,China,Hainan,2020-01-25,19.0,0.0
7073,China,Hainan,2020-01-26,22.0,0.0
7074,China,Hainan,2020-01-27,33.0,1.0
7075,China,Hainan,2020-01-28,40.0,1.0
7076,China,Hainan,2020-01-29,43.0,1.0
7077,China,Hainan,2020-01-30,46.0,1.0
7078,China,Hainan,2020-01-31,52.0,1.0
7079,China,Hainan,2020-02-01,62.0,1.0
7080,China,Hainan,2020-02-02,64.0,1.0
7081,China,Hainan,2020-02-03,72.0,1.0
7082,China,Hainan,2020-02-04,80.0,1.0
7083,China,Hainan,2020-02-05,99.0,1.0
7084,China,Hainan,2020-02-06,106.0,1.0
7085,China,Hainan,2020-02-07,117.0,2.0
7086,China,Hainan,2020-02-08,124.0,2.0
7087,China,Hainan,2020-02-09,131.0,3.0
7088,China,Hainan,2020-02-10,138.0,3.0
7089,China,Hainan,2020-02-11,144.0,3.0
7090,China,Hainan,2020-02-12,157.0,4.0
7091,China,Hainan,2020-02-13,157.0,4.0
7092,China,Hainan,2020-02-14,159.0,4.0
7093,China,Hainan,2020-02-15,162.0,4.0
7094,China,Hainan,2020-02-16,162.0,4.0
7095,China,Hainan,2020-02-17,163.0,4.0
7096,China,Hainan,2020-02-18,163.0,4.0
7097,China,Hainan,2020-02-19,168.0,4.0
7098,China,Hainan,2020-02-20,168.0,4.0
7099,China,Hainan,2020-02-21,168.0,4.0
7100,China,Hainan,2020-02-22,168.0,4.0
7101,China,Hainan,2020-02-23,168.0,5.0
7102,China,Hainan,2020-02-24,168.0,5.0
7103,China,Hainan,2020-02-25,168.0,5.0
7104,China,Hainan,2020-02-26,168.0,5.0
7105,China,Hainan,2020-02-27,168.0,5.0
7106,China,Hainan,2020-02-28,168.0,5.0
7107,China,Hainan,2020-02-29,168.0,5.0
7108,China,Hainan,2020-03-01,168.0,5.0
7109,China,Hainan,2020-03-02,168.0,5.0
7110,China,Hainan,2020-03-03,168.0,5.0
7111,China,Hainan,2020-03-04,168.0,5.0
7112,China,Hainan,2020-03-05,168.0,6.0
7113,China,Hainan,2020-03-06,168.0,6.0
7114,China,Hainan,2020-03-07,168.0,6.0
7115,China,Hainan,2020-03-08,168.0,6.0
7116,China,Hainan,2020-03-09,168.0,6.0
7117,China,Hainan,2020-03-10,168.0,6.0
7118,China,Hainan,2020-03-11,168.0,6.0
7119,China,Hainan,2020-03-12,168.0,6.0
7120,China,Hainan,2020-03-13,168.0,6.0
7121,China,Hainan,2020-03-14,168.0,6.0
7122,China,Hainan,2020-03-15,168.0,6.0
7123,China,Hainan,2020-03-16,168.0,6.0
7124,China,Hainan,2020-03-17,168.0,6.0
7125,China,Hainan,2020-03-18,168.0,6.0
7126,China,Hainan,2020-03-19,168.0,6.0
7127,China,Hainan,2020-03-20,168.0,6.0
7128,China,Hainan,2020-03-21,168.0,6.0
7129,China,Hainan,2020-03-22,168.0,6.0
7130,China,Hainan,2020-03-23,168.0,6.0
7131,China,Hainan,2020-03-24,168.0,6.0
7132,China,Hainan,2020-03-25,168.0,6.0
7133,China,Hainan,2020-03-26,168.0,6.0
7134,China,Hainan,2020-03-27,168.0,6.0
7135,China,Hainan,2020-03-28,168.0,6.0
7136,China,Hainan,2020-03-29,168.0,6.0
7137,China,Hainan,2020-03-30,168.0,6.0
7138,China,Hainan,2020-03-31,168.0,6.0
7139,China,Hainan,2020-04-01,168.0,6.0
7140,China,Hainan,2020-04-02,168.0,6.0
7141,China,Hainan,2020-04-03,168.0,6.0
7142,China,Hainan,2020-04-04,168.0,6.0
7143,China,Hainan,2020-04-05,168.0,6.0
7144,China,Hainan,2020-04-06,168.0,6.0
7145,China,Hainan,2020-04-07,168.0,6.0
7146,China,Hainan,2020-04-08,168.0,6.0
7183,China,Hebei,2020-01-22,1.0,0.0
7184,China,Hebei,2020-01-23,1.0,1.0
7185,China,Hebei,2020-01-24,2.0,1.0
7186,China,Hebei,2020-01-25,8.0,1.0
7187,China,Hebei,2020-01-26,13.0,1.0
7188,China,Hebei,2020-01-27,18.0,1.0
7189,China,Hebei,2020-01-28,33.0,1.0
7190,China,Hebei,2020-01-29,48.0,1.0
7191,China,Hebei,2020-01-30,65.0,1.0
7192,China,Hebei,2020-01-31,82.0,1.0
7193,China,Hebei,2020-02-01,96.0,1.0
7194,China,Hebei,2020-02-02,104.0,1.0
7195,China,Hebei,2020-02-03,113.0,1.0
7196,China,Hebei,2020-02-04,126.0,1.0
7197,China,Hebei,2020-02-05,135.0,1.0
7198,China,Hebei,2020-02-06,157.0,1.0
7199,China,Hebei,2020-02-07,172.0,1.0
7200,China,Hebei,2020-02-08,195.0,1.0
7201,China,Hebei,2020-02-09,206.0,2.0
7202,China,Hebei,2020-02-10,218.0,2.0
7203,China,Hebei,2020-02-11,239.0,2.0
7204,China,Hebei,2020-02-12,251.0,2.0
7205,China,Hebei,2020-02-13,265.0,3.0
7206,China,Hebei,2020-02-14,283.0,3.0
7207,China,Hebei,2020-02-15,291.0,3.0
7208,China,Hebei,2020-02-16,300.0,3.0
7209,China,Hebei,2020-02-17,301.0,3.0
7210,China,Hebei,2020-02-18,306.0,4.0
7211,China,Hebei,2020-02-19,306.0,4.0
7212,China,Hebei,2020-02-20,307.0,5.0
7213,China,Hebei,2020-02-21,308.0,5.0
7214,China,Hebei,2020-02-22,309.0,6.0
7215,China,Hebei,2020-02-23,311.0,6.0
7216,China,Hebei,2020-02-24,311.0,6.0
7217,China,Hebei,2020-02-25,311.0,6.0
7218,China,Hebei,2020-02-26,312.0,6.0
7219,China,Hebei,2020-02-27,317.0,6.0
7220,China,Hebei,2020-02-28,318.0,6.0
7221,China,Hebei,2020-02-29,318.0,6.0
7222,China,Hebei,2020-03-01,318.0,6.0
7223,China,Hebei,2020-03-02,318.0,6.0
7224,China,Hebei,2020-03-03,318.0,6.0
7225,China,Hebei,2020-03-04,318.0,6.0
7226,China,Hebei,2020-03-05,318.0,6.0
7227,China,Hebei,2020-03-06,318.0,6.0
7228,China,Hebei,2020-03-07,318.0,6.0
7229,China,Hebei,2020-03-08,318.0,6.0
7230,China,Hebei,2020-03-09,318.0,6.0
7231,China,Hebei,2020-03-10,318.0,6.0
7232,China,Hebei,2020-03-11,318.0,6.0
7233,China,Hebei,2020-03-12,318.0,6.0
7234,China,Hebei,2020-03-13,318.0,6.0
7235,China,Hebei,2020-03-14,318.0,6.0
7236,China,Hebei,2020-03-15,318.0,6.0
7237,China,Hebei,2020-03-16,318.0,6.0
7238,China,Hebei,2020-03-17,318.0,6.0
7239,China,Hebei,2020-03-18,318.0,6.0
7240,China,Hebei,2020-03-19,318.0,6.0
7241,China,Hebei,2020-03-20,318.0,6.0
7242,China,Hebei,2020-03-21,318.0,6.0
7243,China,Hebei,2020-03-22,319.0,6.0
7244,China,Hebei,2020-03-23,319.0,6.0
7245,China,Hebei,2020-03-24,319.0,6.0
7246,China,Hebei,2020-03-25,319.0,6.0
7247,China,Hebei,2020-03-26,319.0,6.0
7248,China,Hebei,2020-03-27,319.0,6.0
7249,China,Hebei,2020-03-28,319.0,6.0
7250,China,Hebei,2020-03-29,319.0,6.0
7251,China,Hebei,2020-03-30,321.0,6.0
7252,China,Hebei,2020-03-31,321.0,6.0
7253,China,Hebei,2020-04-01,323.0,6.0
7254,China,Hebei,2020-04-02,325.0,6.0
7255,China,Hebei,2020-04-03,326.0,6.0
7256,China,Hebei,2020-04-04,326.0,6.0
7257,China,Hebei,2020-04-05,327.0,6.0
7258,China,Hebei,2020-04-06,327.0,6.0
7259,China,Hebei,2020-04-07,327.0,6.0
7260,China,Hebei,2020-04-08,327.0,6.0
7297,China,Heilongjiang,2020-01-22,0.0,0.0
7298,China,Heilongjiang,2020-01-23,2.0,0.0
7299,China,Heilongjiang,2020-01-24,4.0,1.0
7300,China,Heilongjiang,2020-01-25,9.0,1.0
7301,China,Heilongjiang,2020-01-26,15.0,1.0
7302,China,Heilongjiang,2020-01-27,21.0,1.0
7303,China,Heilongjiang,2020-01-28,33.0,1.0
7304,China,Heilongjiang,2020-01-29,38.0,1.0
7305,China,Heilongjiang,2020-01-30,44.0,2.0
7306,China,Heilongjiang,2020-01-31,59.0,2.0
7307,China,Heilongjiang,2020-02-01,80.0,2.0
7308,China,Heilongjiang,2020-02-02,95.0,2.0
7309,China,Heilongjiang,2020-02-03,121.0,2.0
7310,China,Heilongjiang,2020-02-04,155.0,2.0
7311,China,Heilongjiang,2020-02-05,190.0,2.0
7312,China,Heilongjiang,2020-02-06,227.0,3.0
7313,China,Heilongjiang,2020-02-07,277.0,3.0
7314,China,Heilongjiang,2020-02-08,295.0,5.0
7315,China,Heilongjiang,2020-02-09,307.0,6.0
7316,China,Heilongjiang,2020-02-10,331.0,7.0
7317,China,Heilongjiang,2020-02-11,360.0,8.0
7318,China,Heilongjiang,2020-02-12,378.0,8.0
7319,China,Heilongjiang,2020-02-13,395.0,9.0
7320,China,Heilongjiang,2020-02-14,419.0,11.0
7321,China,Heilongjiang,2020-02-15,425.0,11.0
7322,China,Heilongjiang,2020-02-16,445.0,11.0
7323,China,Heilongjiang,2020-02-17,457.0,11.0
7324,China,Heilongjiang,2020-02-18,464.0,11.0
7325,China,Heilongjiang,2020-02-19,470.0,12.0
7326,China,Heilongjiang,2020-02-20,476.0,12.0
7327,China,Heilongjiang,2020-02-21,479.0,12.0
7328,China,Heilongjiang,2020-02-22,479.0,12.0
7329,China,Heilongjiang,2020-02-23,480.0,12.0
7330,China,Heilongjiang,2020-02-24,480.0,12.0
7331,China,Heilongjiang,2020-02-25,480.0,12.0
7332,China,Heilongjiang,2020-02-26,480.0,12.0
7333,China,Heilongjiang,2020-02-27,480.0,13.0
7334,China,Heilongjiang,2020-02-28,480.0,13.0
7335,China,Heilongjiang,2020-02-29,480.0,13.0
7336,China,Heilongjiang,2020-03-01,480.0,13.0
7337,China,Heilongjiang,2020-03-02,480.0,13.0
7338,China,Heilongjiang,2020-03-03,480.0,13.0
7339,China,Heilongjiang,2020-03-04,480.0,13.0
7340,China,Heilongjiang,2020-03-05,481.0,13.0
7341,China,Heilongjiang,2020-03-06,481.0,13.0
7342,China,Heilongjiang,2020-03-07,481.0,13.0
7343,China,Heilongjiang,2020-03-08,481.0,13.0
7344,China,Heilongjiang,2020-03-09,481.0,13.0
7345,China,Heilongjiang,2020-03-10,481.0,13.0
7346,China,Heilongjiang,2020-03-11,482.0,13.0
7347,China,Heilongjiang,2020-03-12,482.0,13.0
7348,China,Heilongjiang,2020-03-13,482.0,13.0
7349,China,Heilongjiang,2020-03-14,482.0,13.0
7350,China,Heilongjiang,2020-03-15,482.0,13.0
7351,China,Heilongjiang,2020-03-16,482.0,13.0
7352,China,Heilongjiang,2020-03-17,482.0,13.0
7353,China,Heilongjiang,2020-03-18,482.0,13.0
7354,China,Heilongjiang,2020-03-19,483.0,13.0
7355,China,Heilongjiang,2020-03-20,484.0,13.0
7356,China,Heilongjiang,2020-03-21,484.0,13.0
7357,China,Heilongjiang,2020-03-22,484.0,13.0
7358,China,Heilongjiang,2020-03-23,484.0,13.0
7359,China,Heilongjiang,2020-03-24,484.0,13.0
7360,China,Heilongjiang,2020-03-25,484.0,13.0
7361,China,Heilongjiang,2020-03-26,484.0,13.0
7362,China,Heilongjiang,2020-03-27,484.0,13.0
7363,China,Heilongjiang,2020-03-28,484.0,13.0
7364,China,Heilongjiang,2020-03-29,484.0,13.0
7365,China,Heilongjiang,2020-03-30,484.0,13.0
