,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Median_Age,Population,Population_Density
4192,6239,Hubei,China,2020-02-29,66337.0,2727.0,38,1439323776,153
4193,6240,Hubei,China,2020-03-01,66907.0,2761.0,38,1439323776,153
4194,6241,Hubei,China,2020-03-02,67103.0,2803.0,38,1439323776,153
4195,6242,Hubei,China,2020-03-03,67217.0,2835.0,38,1439323776,153
4196,6243,Hubei,China,2020-03-04,67332.0,2871.0,38,1439323776,153
4197,6244,Hubei,China,2020-03-05,67466.0,2902.0,38,1439323776,153
4198,6245,Hubei,China,2020-03-06,67592.0,2931.0,38,1439323776,153
4199,6246,Hubei,China,2020-03-07,67666.0,2959.0,38,1439323776,153
4200,6247,Hubei,China,2020-03-08,67707.0,2986.0,38,1439323776,153
4201,6248,Hubei,China,2020-03-09,67743.0,3008.0,38,1439323776,153
4202,6249,Hubei,China,2020-03-10,67760.0,3024.0,38,1439323776,153
4203,6250,Hubei,China,2020-03-11,67773.0,3046.0,38,1439323776,153
4204,6251,Hubei,China,2020-03-12,67781.0,3056.0,38,1439323776,153
4205,6252,Hubei,China,2020-03-13,67786.0,3062.0,38,1439323776,153
4206,6253,Hubei,China,2020-03-14,67790.0,3075.0,38,1439323776,153
4207,6254,Hubei,China,2020-03-15,67794.0,3085.0,38,1439323776,153
4208,6255,Hubei,China,2020-03-16,67798.0,3099.0,38,1439323776,153
4209,6256,Hubei,China,2020-03-17,67799.0,3111.0,38,1439323776,153
4210,6257,Hubei,China,2020-03-18,67800.0,3122.0,38,1439323776,153
4211,6258,Hubei,China,2020-03-19,67800.0,3130.0,38,1439323776,153
4212,6259,Hubei,China,2020-03-20,67800.0,3133.0,38,1439323776,153
4213,6260,Hubei,China,2020-03-21,67800.0,3139.0,38,1439323776,153
4214,6261,Hubei,China,2020-03-22,67800.0,3153.0,38,1439323776,153
4215,6262,Hubei,China,2020-03-23,67800.0,3153.0,38,1439323776,153
4216,6263,Hubei,China,2020-03-24,67801.0,3160.0,38,1439323776,153
4217,6264,Hubei,China,2020-03-25,67801.0,3163.0,38,1439323776,153
4218,6265,Hubei,China,2020-03-26,67801.0,3169.0,38,1439323776,153
4219,6266,Hubei,China,2020-03-27,67801.0,3174.0,38,1439323776,153
4220,6267,Hubei,China,2020-03-28,67801.0,3177.0,38,1439323776,153
4221,6301,Hunan,China,2020-01-22,4.0,0.0,38,1439323776,153
4222,6302,Hunan,China,2020-01-23,9.0,0.0,38,1439323776,153
4223,6303,Hunan,China,2020-01-24,24.0,0.0,38,1439323776,153
4224,6304,Hunan,China,2020-01-25,43.0,0.0,38,1439323776,153
4225,6305,Hunan,China,2020-01-26,69.0,0.0,38,1439323776,153
4226,6306,Hunan,China,2020-01-27,100.0,0.0,38,1439323776,153
4227,6307,Hunan,China,2020-01-28,143.0,0.0,38,1439323776,153
4228,6308,Hunan,China,2020-01-29,221.0,0.0,38,1439323776,153
4229,6309,Hunan,China,2020-01-30,277.0,0.0,38,1439323776,153
4230,6310,Hunan,China,2020-01-31,332.0,0.0,38,1439323776,153
4231,6311,Hunan,China,2020-02-01,389.0,0.0,38,1439323776,153
4232,6312,Hunan,China,2020-02-02,463.0,0.0,38,1439323776,153
4233,6313,Hunan,China,2020-02-03,521.0,0.0,38,1439323776,153
4234,6314,Hunan,China,2020-02-04,593.0,0.0,38,1439323776,153
4235,6315,Hunan,China,2020-02-05,661.0,0.0,38,1439323776,153
4236,6316,Hunan,China,2020-02-06,711.0,0.0,38,1439323776,153
4237,6317,Hunan,China,2020-02-07,772.0,0.0,38,1439323776,153
4238,6318,Hunan,China,2020-02-08,803.0,1.0,38,1439323776,153
4239,6319,Hunan,China,2020-02-09,838.0,1.0,38,1439323776,153
4240,6320,Hunan,China,2020-02-10,879.0,1.0,38,1439323776,153
4241,6321,Hunan,China,2020-02-11,912.0,1.0,38,1439323776,153
4242,6322,Hunan,China,2020-02-12,946.0,2.0,38,1439323776,153
4243,6323,Hunan,China,2020-02-13,968.0,2.0,38,1439323776,153
4244,6324,Hunan,China,2020-02-14,988.0,2.0,38,1439323776,153
4245,6325,Hunan,China,2020-02-15,1001.0,2.0,38,1439323776,153
4246,6326,Hunan,China,2020-02-16,1004.0,3.0,38,1439323776,153
4247,6327,Hunan,China,2020-02-17,1006.0,3.0,38,1439323776,153
4248,6328,Hunan,China,2020-02-18,1007.0,4.0,38,1439323776,153
4249,6329,Hunan,China,2020-02-19,1008.0,4.0,38,1439323776,153
4250,6330,Hunan,China,2020-02-20,1010.0,4.0,38,1439323776,153
4251,6331,Hunan,China,2020-02-21,1011.0,4.0,38,1439323776,153
4252,6332,Hunan,China,2020-02-22,1013.0,4.0,38,1439323776,153
4253,6333,Hunan,China,2020-02-23,1016.0,4.0,38,1439323776,153
4254,6334,Hunan,China,2020-02-24,1016.0,4.0,38,1439323776,153
4255,6335,Hunan,China,2020-02-25,1016.0,4.0,38,1439323776,153
4256,6336,Hunan,China,2020-02-26,1016.0,4.0,38,1439323776,153
4257,6337,Hunan,China,2020-02-27,1017.0,4.0,38,1439323776,153
4258,6338,Hunan,China,2020-02-28,1017.0,4.0,38,1439323776,153
4259,6339,Hunan,China,2020-02-29,1018.0,4.0,38,1439323776,153
4260,6340,Hunan,China,2020-03-01,1018.0,4.0,38,1439323776,153
4261,6341,Hunan,China,2020-03-02,1018.0,4.0,38,1439323776,153
4262,6342,Hunan,China,2020-03-03,1018.0,4.0,38,1439323776,153
4263,6343,Hunan,China,2020-03-04,1018.0,4.0,38,1439323776,153
4264,6344,Hunan,China,2020-03-05,1018.0,4.0,38,1439323776,153
4265,6345,Hunan,China,2020-03-06,1018.0,4.0,38,1439323776,153
4266,6346,Hunan,China,2020-03-07,1018.0,4.0,38,1439323776,153
4267,6347,Hunan,China,2020-03-08,1018.0,4.0,38,1439323776,153
4268,6348,Hunan,China,2020-03-09,1018.0,4.0,38,1439323776,153
4269,6349,Hunan,China,2020-03-10,1018.0,4.0,38,1439323776,153
4270,6350,Hunan,China,2020-03-11,1018.0,4.0,38,1439323776,153
4271,6351,Hunan,China,2020-03-12,1018.0,4.0,38,1439323776,153
4272,6352,Hunan,China,2020-03-13,1018.0,4.0,38,1439323776,153
4273,6353,Hunan,China,2020-03-14,1018.0,4.0,38,1439323776,153
4274,6354,Hunan,China,2020-03-15,1018.0,4.0,38,1439323776,153
4275,6355,Hunan,China,2020-03-16,1018.0,4.0,38,1439323776,153
4276,6356,Hunan,China,2020-03-17,1018.0,4.0,38,1439323776,153
4277,6357,Hunan,China,2020-03-18,1018.0,4.0,38,1439323776,153
4278,6358,Hunan,China,2020-03-19,1018.0,4.0,38,1439323776,153
4279,6359,Hunan,China,2020-03-20,1018.0,4.0,38,1439323776,153
4280,6360,Hunan,China,2020-03-21,1018.0,4.0,38,1439323776,153
4281,6361,Hunan,China,2020-03-22,1018.0,4.0,38,1439323776,153
4282,6362,Hunan,China,2020-03-23,1018.0,4.0,38,1439323776,153
4283,6363,Hunan,China,2020-03-24,1018.0,4.0,38,1439323776,153
4284,6364,Hunan,China,2020-03-25,1018.0,4.0,38,1439323776,153
4285,6365,Hunan,China,2020-03-26,1018.0,4.0,38,1439323776,153
4286,6366,Hunan,China,2020-03-27,1018.0,4.0,38,1439323776,153
4287,6367,Hunan,China,2020-03-28,1018.0,4.0,38,1439323776,153
4288,6401,Inner Mongolia,China,2020-01-22,0.0,0.0,38,1439323776,153
4289,6402,Inner Mongolia,China,2020-01-23,0.0,0.0,38,1439323776,153
4290,6403,Inner Mongolia,China,2020-01-24,1.0,0.0,38,1439323776,153
4291,6404,Inner Mongolia,China,2020-01-25,7.0,0.0,38,1439323776,153
4292,6405,Inner Mongolia,China,2020-01-26,7.0,0.0,38,1439323776,153
4293,6406,Inner Mongolia,China,2020-01-27,11.0,0.0,38,1439323776,153
4294,6407,Inner Mongolia,China,2020-01-28,15.0,0.0,38,1439323776,153
4295,6408,Inner Mongolia,China,2020-01-29,16.0,0.0,38,1439323776,153
4296,6409,Inner Mongolia,China,2020-01-30,19.0,0.0,38,1439323776,153
4297,6410,Inner Mongolia,China,2020-01-31,20.0,0.0,38,1439323776,153
4298,6411,Inner Mongolia,China,2020-02-01,23.0,0.0,38,1439323776,153
4299,6412,Inner Mongolia,China,2020-02-02,27.0,0.0,38,1439323776,153
4300,6413,Inner Mongolia,China,2020-02-03,34.0,0.0,38,1439323776,153
4301,6414,Inner Mongolia,China,2020-02-04,35.0,0.0,38,1439323776,153
4302,6415,Inner Mongolia,China,2020-02-05,42.0,0.0,38,1439323776,153
4303,6416,Inner Mongolia,China,2020-02-06,46.0,0.0,38,1439323776,153
4304,6417,Inner Mongolia,China,2020-02-07,50.0,0.0,38,1439323776,153
4305,6418,Inner Mongolia,China,2020-02-08,52.0,0.0,38,1439323776,153
4306,6419,Inner Mongolia,China,2020-02-09,54.0,0.0,38,1439323776,153
4307,6420,Inner Mongolia,China,2020-02-10,58.0,0.0,38,1439323776,153
4308,6421,Inner Mongolia,China,2020-02-11,58.0,0.0,38,1439323776,153
4309,6422,Inner Mongolia,China,2020-02-12,60.0,0.0,38,1439323776,153
4310,6423,Inner Mongolia,China,2020-02-13,61.0,0.0,38,1439323776,153
4311,6424,Inner Mongolia,China,2020-02-14,65.0,0.0,38,1439323776,153
4312,6425,Inner Mongolia,China,2020-02-15,68.0,0.0,38,1439323776,153
4313,6426,Inner Mongolia,China,2020-02-16,70.0,0.0,38,1439323776,153
4314,6427,Inner Mongolia,China,2020-02-17,72.0,0.0,38,1439323776,153
4315,6428,Inner Mongolia,China,2020-02-18,73.0,0.0,38,1439323776,153
4316,6429,Inner Mongolia,China,2020-02-19,75.0,0.0,38,1439323776,153
4317,6430,Inner Mongolia,China,2020-02-20,75.0,0.0,38,1439323776,153
4318,6431,Inner Mongolia,China,2020-02-21,75.0,0.0,38,1439323776,153
4319,6432,Inner Mongolia,China,2020-02-22,75.0,0.0,38,1439323776,153
4320,6433,Inner Mongolia,China,2020-02-23,75.0,0.0,38,1439323776,153
4321,6434,Inner Mongolia,China,2020-02-24,75.0,0.0,38,1439323776,153
4322,6435,Inner Mongolia,China,2020-02-25,75.0,0.0,38,1439323776,153
4323,6436,Inner Mongolia,China,2020-02-26,75.0,0.0,38,1439323776,153
4324,6437,Inner Mongolia,China,2020-02-27,75.0,0.0,38,1439323776,153
4325,6438,Inner Mongolia,China,2020-02-28,75.0,0.0,38,1439323776,153
4326,6439,Inner Mongolia,China,2020-02-29,75.0,0.0,38,1439323776,153
4327,6440,Inner Mongolia,China,2020-03-01,75.0,0.0,38,1439323776,153
4328,6441,Inner Mongolia,China,2020-03-02,75.0,0.0,38,1439323776,153
4329,6442,Inner Mongolia,China,2020-03-03,75.0,1.0,38,1439323776,153
4330,6443,Inner Mongolia,China,2020-03-04,75.0,1.0,38,1439323776,153
4331,6444,Inner Mongolia,China,2020-03-05,75.0,1.0,38,1439323776,153
4332,6445,Inner Mongolia,China,2020-03-06,75.0,1.0,38,1439323776,153
4333,6446,Inner Mongolia,China,2020-03-07,75.0,1.0,38,1439323776,153
4334,6447,Inner Mongolia,China,2020-03-08,75.0,1.0,38,1439323776,153
4335,6448,Inner Mongolia,China,2020-03-09,75.0,1.0,38,1439323776,153
4336,6449,Inner Mongolia,China,2020-03-10,75.0,1.0,38,1439323776,153
4337,6450,Inner Mongolia,China,2020-03-11,75.0,1.0,38,1439323776,153
4338,6451,Inner Mongolia,China,2020-03-12,75.0,1.0,38,1439323776,153
4339,6452,Inner Mongolia,China,2020-03-13,75.0,1.0,38,1439323776,153
4340,6453,Inner Mongolia,China,2020-03-14,75.0,1.0,38,1439323776,153
4341,6454,Inner Mongolia,China,2020-03-15,75.0,1.0,38,1439323776,153
4342,6455,Inner Mongolia,China,2020-03-16,75.0,1.0,38,1439323776,153
4343,6456,Inner Mongolia,China,2020-03-17,75.0,1.0,38,1439323776,153
4344,6457,Inner Mongolia,China,2020-03-18,75.0,1.0,38,1439323776,153
4345,6458,Inner Mongolia,China,2020-03-19,75.0,1.0,38,1439323776,153
4346,6459,Inner Mongolia,China,2020-03-20,75.0,1.0,38,1439323776,153
4347,6460,Inner Mongolia,China,2020-03-21,75.0,1.0,38,1439323776,153
4348,6461,Inner Mongolia,China,2020-03-22,75.0,1.0,38,1439323776,153
4349,6462,Inner Mongolia,China,2020-03-23,75.0,1.0,38,1439323776,153
4350,6463,Inner Mongolia,China,2020-03-24,75.0,1.0,38,1439323776,153
4351,6464,Inner Mongolia,China,2020-03-25,77.0,1.0,38,1439323776,153
4352,6465,Inner Mongolia,China,2020-03-26,89.0,1.0,38,1439323776,153
4353,6466,Inner Mongolia,China,2020-03-27,92.0,1.0,38,1439323776,153
4354,6467,Inner Mongolia,China,2020-03-28,94.0,1.0,38,1439323776,153
4355,6501,Jiangsu,China,2020-01-22,1.0,0.0,38,1439323776,153
4356,6502,Jiangsu,China,2020-01-23,5.0,0.0,38,1439323776,153
4357,6503,Jiangsu,China,2020-01-24,9.0,0.0,38,1439323776,153
4358,6504,Jiangsu,China,2020-01-25,18.0,0.0,38,1439323776,153
4359,6505,Jiangsu,China,2020-01-26,33.0,0.0,38,1439323776,153
4360,6506,Jiangsu,China,2020-01-27,47.0,0.0,38,1439323776,153
4361,6507,Jiangsu,China,2020-01-28,70.0,0.0,38,1439323776,153
4362,6508,Jiangsu,China,2020-01-29,99.0,0.0,38,1439323776,153
4363,6509,Jiangsu,China,2020-01-30,129.0,0.0,38,1439323776,153
4364,6510,Jiangsu,China,2020-01-31,168.0,0.0,38,1439323776,153
4365,6511,Jiangsu,China,2020-02-01,202.0,0.0,38,1439323776,153
4366,6512,Jiangsu,China,2020-02-02,236.0,0.0,38,1439323776,153
4367,6513,Jiangsu,China,2020-02-03,271.0,0.0,38,1439323776,153
4368,6514,Jiangsu,China,2020-02-04,308.0,0.0,38,1439323776,153
4369,6515,Jiangsu,China,2020-02-05,341.0,0.0,38,1439323776,153
4370,6516,Jiangsu,China,2020-02-06,373.0,0.0,38,1439323776,153
4371,6517,Jiangsu,China,2020-02-07,408.0,0.0,38,1439323776,153
4372,6518,Jiangsu,China,2020-02-08,439.0,0.0,38,1439323776,153
4373,6519,Jiangsu,China,2020-02-09,468.0,0.0,38,1439323776,153
4374,6520,Jiangsu,China,2020-02-10,492.0,0.0,38,1439323776,153
4375,6521,Jiangsu,China,2020-02-11,515.0,0.0,38,1439323776,153
4376,6522,Jiangsu,China,2020-02-12,543.0,0.0,38,1439323776,153
4377,6523,Jiangsu,China,2020-02-13,570.0,0.0,38,1439323776,153
4378,6524,Jiangsu,China,2020-02-14,593.0,0.0,38,1439323776,153
4379,6525,Jiangsu,China,2020-02-15,604.0,0.0,38,1439323776,153
4380,6526,Jiangsu,China,2020-02-16,617.0,0.0,38,1439323776,153
4381,6527,Jiangsu,China,2020-02-17,626.0,0.0,38,1439323776,153
4382,6528,Jiangsu,China,2020-02-18,629.0,0.0,38,1439323776,153
4383,6529,Jiangsu,China,2020-02-19,631.0,0.0,38,1439323776,153
4384,6530,Jiangsu,China,2020-02-20,631.0,0.0,38,1439323776,153
4385,6531,Jiangsu,China,2020-02-21,631.0,0.0,38,1439323776,153
4386,6532,Jiangsu,China,2020-02-22,631.0,0.0,38,1439323776,153
4387,6533,Jiangsu,China,2020-02-23,631.0,0.0,38,1439323776,153
4388,6534,Jiangsu,China,2020-02-24,631.0,0.0,38,1439323776,153
4389,6535,Jiangsu,China,2020-02-25,631.0,0.0,38,1439323776,153
4390,6536,Jiangsu,China,2020-02-26,631.0,0.0,38,1439323776,153
4391,6537,Jiangsu,China,2020-02-27,631.0,0.0,38,1439323776,153
4392,6538,Jiangsu,China,2020-02-28,631.0,0.0,38,1439323776,153
4393,6539,Jiangsu,China,2020-02-29,631.0,0.0,38,1439323776,153
4394,6540,Jiangsu,China,2020-03-01,631.0,0.0,38,1439323776,153
4395,6541,Jiangsu,China,2020-03-02,631.0,0.0,38,1439323776,153
4396,6542,Jiangsu,China,2020-03-03,631.0,0.0,38,1439323776,153
4397,6543,Jiangsu,China,2020-03-04,631.0,0.0,38,1439323776,153
4398,6544,Jiangsu,China,2020-03-05,631.0,0.0,38,1439323776,153
4399,6545,Jiangsu,China,2020-03-06,631.0,0.0,38,1439323776,153
4400,6546,Jiangsu,China,2020-03-07,631.0,0.0,38,1439323776,153
4401,6547,Jiangsu,China,2020-03-08,631.0,0.0,38,1439323776,153
4402,6548,Jiangsu,China,2020-03-09,631.0,0.0,38,1439323776,153
4403,6549,Jiangsu,China,2020-03-10,631.0,0.0,38,1439323776,153
4404,6550,Jiangsu,China,2020-03-11,631.0,0.0,38,1439323776,153
4405,6551,Jiangsu,China,2020-03-12,631.0,0.0,38,1439323776,153
4406,6552,Jiangsu,China,2020-03-13,631.0,0.0,38,1439323776,153
4407,6553,Jiangsu,China,2020-03-14,631.0,0.0,38,1439323776,153
4408,6554,Jiangsu,China,2020-03-15,631.0,0.0,38,1439323776,153
4409,6555,Jiangsu,China,2020-03-16,631.0,0.0,38,1439323776,153
4410,6556,Jiangsu,China,2020-03-17,631.0,0.0,38,1439323776,153
4411,6557,Jiangsu,China,2020-03-18,631.0,0.0,38,1439323776,153
4412,6558,Jiangsu,China,2020-03-19,631.0,0.0,38,1439323776,153
4413,6559,Jiangsu,China,2020-03-20,631.0,0.0,38,1439323776,153
4414,6560,Jiangsu,China,2020-03-21,631.0,0.0,38,1439323776,153
4415,6561,Jiangsu,China,2020-03-22,633.0,0.0,38,1439323776,153
4416,6562,Jiangsu,China,2020-03-23,633.0,0.0,38,1439323776,153
4417,6563,Jiangsu,China,2020-03-24,636.0,0.0,38,1439323776,153
4418,6564,Jiangsu,China,2020-03-25,638.0,0.0,38,1439323776,153
4419,6565,Jiangsu,China,2020-03-26,640.0,0.0,38,1439323776,153
4420,6566,Jiangsu,China,2020-03-27,641.0,0.0,38,1439323776,153
4421,6567,Jiangsu,China,2020-03-28,641.0,0.0,38,1439323776,153
4422,6601,Jiangxi,China,2020-01-22,2.0,0.0,38,1439323776,153
4423,6602,Jiangxi,China,2020-01-23,7.0,0.0,38,1439323776,153
4424,6603,Jiangxi,China,2020-01-24,18.0,0.0,38,1439323776,153
4425,6604,Jiangxi,China,2020-01-25,18.0,0.0,38,1439323776,153
4426,6605,Jiangxi,China,2020-01-26,36.0,0.0,38,1439323776,153
4427,6606,Jiangxi,China,2020-01-27,72.0,0.0,38,1439323776,153
4428,6607,Jiangxi,China,2020-01-28,109.0,0.0,38,1439323776,153
4429,6608,Jiangxi,China,2020-01-29,109.0,0.0,38,1439323776,153
4430,6609,Jiangxi,China,2020-01-30,162.0,0.0,38,1439323776,153
4431,6610,Jiangxi,China,2020-01-31,240.0,0.0,38,1439323776,153
4432,6611,Jiangxi,China,2020-02-01,286.0,0.0,38,1439323776,153
4433,6612,Jiangxi,China,2020-02-02,333.0,0.0,38,1439323776,153
4434,6613,Jiangxi,China,2020-02-03,391.0,0.0,38,1439323776,153
4435,6614,Jiangxi,China,2020-02-04,476.0,0.0,38,1439323776,153
4436,6615,Jiangxi,China,2020-02-05,548.0,0.0,38,1439323776,153
4437,6616,Jiangxi,China,2020-02-06,600.0,0.0,38,1439323776,153
4438,6617,Jiangxi,China,2020-02-07,661.0,0.0,38,1439323776,153
4439,6618,Jiangxi,China,2020-02-08,698.0,0.0,38,1439323776,153
4440,6619,Jiangxi,China,2020-02-09,740.0,0.0,38,1439323776,153
4441,6620,Jiangxi,China,2020-02-10,771.0,1.0,38,1439323776,153
4442,6621,Jiangxi,China,2020-02-11,804.0,1.0,38,1439323776,153
4443,6622,Jiangxi,China,2020-02-12,844.0,1.0,38,1439323776,153
4444,6623,Jiangxi,China,2020-02-13,872.0,1.0,38,1439323776,153
4445,6624,Jiangxi,China,2020-02-14,900.0,1.0,38,1439323776,153
4446,6625,Jiangxi,China,2020-02-15,913.0,1.0,38,1439323776,153
4447,6626,Jiangxi,China,2020-02-16,925.0,1.0,38,1439323776,153
4448,6627,Jiangxi,China,2020-02-17,930.0,1.0,38,1439323776,153
4449,6628,Jiangxi,China,2020-02-18,933.0,1.0,38,1439323776,153
4450,6629,Jiangxi,China,2020-02-19,934.0,1.0,38,1439323776,153
4451,6630,Jiangxi,China,2020-02-20,934.0,1.0,38,1439323776,153
4452,6631,Jiangxi,China,2020-02-21,934.0,1.0,38,1439323776,153
4453,6632,Jiangxi,China,2020-02-22,934.0,1.0,38,1439323776,153
4454,6633,Jiangxi,China,2020-02-23,934.0,1.0,38,1439323776,153
4455,6634,Jiangxi,China,2020-02-24,934.0,1.0,38,1439323776,153
4456,6635,Jiangxi,China,2020-02-25,934.0,1.0,38,1439323776,153
4457,6636,Jiangxi,China,2020-02-26,934.0,1.0,38,1439323776,153
4458,6637,Jiangxi,China,2020-02-27,934.0,1.0,38,1439323776,153
4459,6638,Jiangxi,China,2020-02-28,935.0,1.0,38,1439323776,153
4460,6639,Jiangxi,China,2020-02-29,935.0,1.0,38,1439323776,153
4461,6640,Jiangxi,China,2020-03-01,935.0,1.0,38,1439323776,153
4462,6641,Jiangxi,China,2020-03-02,935.0,1.0,38,1439323776,153
4463,6642,Jiangxi,China,2020-03-03,935.0,1.0,38,1439323776,153
4464,6643,Jiangxi,China,2020-03-04,935.0,1.0,38,1439323776,153
4465,6644,Jiangxi,China,2020-03-05,935.0,1.0,38,1439323776,153
4466,6645,Jiangxi,China,2020-03-06,935.0,1.0,38,1439323776,153
4467,6646,Jiangxi,China,2020-03-07,935.0,1.0,38,1439323776,153
4468,6647,Jiangxi,China,2020-03-08,935.0,1.0,38,1439323776,153
4469,6648,Jiangxi,China,2020-03-09,935.0,1.0,38,1439323776,153
4470,6649,Jiangxi,China,2020-03-10,935.0,1.0,38,1439323776,153
4471,6650,Jiangxi,China,2020-03-11,935.0,1.0,38,1439323776,153
4472,6651,Jiangxi,China,2020-03-12,935.0,1.0,38,1439323776,153
4473,6652,Jiangxi,China,2020-03-13,935.0,1.0,38,1439323776,153
4474,6653,Jiangxi,China,2020-03-14,935.0,1.0,38,1439323776,153
4475,6654,Jiangxi,China,2020-03-15,935.0,1.0,38,1439323776,153
4476,6655,Jiangxi,China,2020-03-16,935.0,1.0,38,1439323776,153
4477,6656,Jiangxi,China,2020-03-17,935.0,1.0,38,1439323776,153
4478,6657,Jiangxi,China,2020-03-18,935.0,1.0,38,1439323776,153
4479,6658,Jiangxi,China,2020-03-19,935.0,1.0,38,1439323776,153
4480,6659,Jiangxi,China,2020-03-20,935.0,1.0,38,1439323776,153
4481,6660,Jiangxi,China,2020-03-21,935.0,1.0,38,1439323776,153
4482,6661,Jiangxi,China,2020-03-22,936.0,1.0,38,1439323776,153
4483,6662,Jiangxi,China,2020-03-23,936.0,1.0,38,1439323776,153
4484,6663,Jiangxi,China,2020-03-24,936.0,1.0,38,1439323776,153
4485,6664,Jiangxi,China,2020-03-25,936.0,1.0,38,1439323776,153
4486,6665,Jiangxi,China,2020-03-26,936.0,1.0,38,1439323776,153
4487,6666,Jiangxi,China,2020-03-27,936.0,1.0,38,1439323776,153
4488,6667,Jiangxi,China,2020-03-28,936.0,1.0,38,1439323776,153
4489,6701,Jilin,China,2020-01-22,0.0,0.0,38,1439323776,153
4490,6702,Jilin,China,2020-01-23,1.0,0.0,38,1439323776,153
4491,6703,Jilin,China,2020-01-24,3.0,0.0,38,1439323776,153
4492,6704,Jilin,China,2020-01-25,4.0,0.0,38,1439323776,153
4493,6705,Jilin,China,2020-01-26,4.0,0.0,38,1439323776,153
4494,6706,Jilin,China,2020-01-27,6.0,0.0,38,1439323776,153
4495,6707,Jilin,China,2020-01-28,8.0,0.0,38,1439323776,153
4496,6708,Jilin,China,2020-01-29,9.0,0.0,38,1439323776,153
4497,6709,Jilin,China,2020-01-30,14.0,0.0,38,1439323776,153
4498,6710,Jilin,China,2020-01-31,14.0,0.0,38,1439323776,153
4499,6711,Jilin,China,2020-02-01,17.0,0.0,38,1439323776,153
4500,6712,Jilin,China,2020-02-02,23.0,0.0,38,1439323776,153
4501,6713,Jilin,China,2020-02-03,31.0,0.0,38,1439323776,153
4502,6714,Jilin,China,2020-02-04,42.0,0.0,38,1439323776,153
4503,6715,Jilin,China,2020-02-05,54.0,0.0,38,1439323776,153
4504,6716,Jilin,China,2020-02-06,59.0,0.0,38,1439323776,153
4505,6717,Jilin,China,2020-02-07,65.0,1.0,38,1439323776,153
4506,6718,Jilin,China,2020-02-08,69.0,1.0,38,1439323776,153
4507,6719,Jilin,China,2020-02-09,78.0,1.0,38,1439323776,153
4508,6720,Jilin,China,2020-02-10,80.0,1.0,38,1439323776,153
4509,6721,Jilin,China,2020-02-11,81.0,1.0,38,1439323776,153
4510,6722,Jilin,China,2020-02-12,83.0,1.0,38,1439323776,153
4511,6723,Jilin,China,2020-02-13,84.0,1.0,38,1439323776,153
4512,6724,Jilin,China,2020-02-14,86.0,1.0,38,1439323776,153
4513,6725,Jilin,China,2020-02-15,88.0,1.0,38,1439323776,153
4514,6726,Jilin,China,2020-02-16,89.0,1.0,38,1439323776,153
4515,6727,Jilin,China,2020-02-17,89.0,1.0,38,1439323776,153
4516,6728,Jilin,China,2020-02-18,89.0,1.0,38,1439323776,153
4517,6729,Jilin,China,2020-02-19,90.0,1.0,38,1439323776,153
4518,6730,Jilin,China,2020-02-20,91.0,1.0,38,1439323776,153
4519,6731,Jilin,China,2020-02-21,91.0,1.0,38,1439323776,153
4520,6732,Jilin,China,2020-02-22,91.0,1.0,38,1439323776,153
4521,6733,Jilin,China,2020-02-23,91.0,1.0,38,1439323776,153
4522,6734,Jilin,China,2020-02-24,93.0,1.0,38,1439323776,153
4523,6735,Jilin,China,2020-02-25,93.0,1.0,38,1439323776,153
4524,6736,Jilin,China,2020-02-26,93.0,1.0,38,1439323776,153
4525,6737,Jilin,China,2020-02-27,93.0,1.0,38,1439323776,153
4526,6738,Jilin,China,2020-02-28,93.0,1.0,38,1439323776,153
4527,6739,Jilin,China,2020-02-29,93.0,1.0,38,1439323776,153
4528,6740,Jilin,China,2020-03-01,93.0,1.0,38,1439323776,153
4529,6741,Jilin,China,2020-03-02,93.0,1.0,38,1439323776,153
4530,6742,Jilin,China,2020-03-03,93.0,1.0,38,1439323776,153
4531,6743,Jilin,China,2020-03-04,93.0,1.0,38,1439323776,153
4532,6744,Jilin,China,2020-03-05,93.0,1.0,38,1439323776,153
4533,6745,Jilin,China,2020-03-06,93.0,1.0,38,1439323776,153
4534,6746,Jilin,China,2020-03-07,93.0,1.0,38,1439323776,153
4535,6747,Jilin,China,2020-03-08,93.0,1.0,38,1439323776,153
4536,6748,Jilin,China,2020-03-09,93.0,1.0,38,1439323776,153
4537,6749,Jilin,China,2020-03-10,93.0,1.0,38,1439323776,153
4538,6750,Jilin,China,2020-03-11,93.0,1.0,38,1439323776,153
4539,6751,Jilin,China,2020-03-12,93.0,1.0,38,1439323776,153
4540,6752,Jilin,China,2020-03-13,93.0,1.0,38,1439323776,153
4541,6753,Jilin,China,2020-03-14,93.0,1.0,38,1439323776,153
4542,6754,Jilin,China,2020-03-15,93.0,1.0,38,1439323776,153
4543,6755,Jilin,China,2020-03-16,93.0,1.0,38,1439323776,153
4544,6756,Jilin,China,2020-03-17,93.0,1.0,38,1439323776,153
4545,6757,Jilin,China,2020-03-18,93.0,1.0,38,1439323776,153
4546,6758,Jilin,China,2020-03-19,93.0,1.0,38,1439323776,153
4547,6759,Jilin,China,2020-03-20,93.0,1.0,38,1439323776,153
4548,6760,Jilin,China,2020-03-21,93.0,1.0,38,1439323776,153
4549,6761,Jilin,China,2020-03-22,93.0,1.0,38,1439323776,153
4550,6762,Jilin,China,2020-03-23,93.0,1.0,38,1439323776,153
